Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
18352359,2010 Jul 27 12:00:00 AM,2010 Aug 23 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11216.0,224 JEFFERSON AVENUE,JEFFERSON AVENUE,NOSTRAND AVENUE,MARCY AVENUE,,,ADDRESS,BROOKLYN,,,Closed,2010 Aug 26 05:37:56 PM,2010 Aug 25 12:00:00 AM,03 BROOKLYN,BROOKLYN,"998,485","188,273",Unspecified,BROOKLYN,,,,,,,,40.68343121485,-73.94867490838,POINT (-73.94867490838124 40.68343121484658)
54268931,2022 May 24 09:47:09 PM,2022 May 24 09:47:09 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10458.0,2980 BRIGGS AVENUE,BRIGGS AVENUE,BEDFORD PARK BOULEVARD,EAST 201 STREET,BEDFORD PARK BOULEVARD,EAST  201 STREET,ADDRESS,BRONX,BRIGGS AVENUE,,Closed,,2022 May 24 09:47:09 PM,07 BRONX,BRONX,"1,015,999","256,802",Unspecified,BRONX,,,,,,,,40.87147952778,-73.8852034444,POINT (-73.88520344439844 40.87147952778048)
23376184,2012 Jun 07 12:00:00 AM,2012 Aug 16 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11221.0,1285 JEFFERSON AVENUE,JEFFERSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,,,ADDRESS,BROOKLYN,,,Closed,2012 Jul 07 01:18:26 PM,2012 Aug 16 12:00:00 AM,04 BROOKLYN,BROOKLYN,"1,008,589","191,535",Unspecified,BROOKLYN,,,,,,,,40.69236263543,-73.91223260432,POINT (-73.91223260431735 40.69236263543373)
18320688,2010 Jul 22 12:00:00 AM,2010 Jul 22 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10460.0,1612 ADAMS STREET,ADAMS STREET,AMTRAK RR,VAN NEST AVENUE,,,ADDRESS,BRONX,,,Closed,2010 Aug 21 10:48:37 AM,2010 Jul 22 10:55:59 AM,11 BRONX,BRONX,"1,020,250","245,311",Unspecified,BRONX,,,,,,,,40.83992388505,-73.86989460866,POINT (-73.86989460866225 40.839923885049245)
55067679,2022 Aug 10 11:05:38 PM,2022 Aug 10 11:05:38 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10026.0,272 WEST  117 STREET,WEST  117 STREET,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ST NICHOLAS AVENUE,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  117 STREET,,Closed,,2022 Aug 10 11:05:38 PM,10 MANHATTAN,MANHATTAN,"996,954","232,479",Unspecified,MANHATTAN,,,,,,,,40.80476792338,-73.95411151755,POINT (-73.95411151754905 40.80476792338207)
23585478,2012 Jul 09 12:00:00 AM,2012 Jul 31 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11422.0,262-12 HUNGRY HARBOR ROAD,HUNGRY HARBOR ROAD,148 ROAD,262 PLACE,,,ADDRESS,ROSEDALE,,,Closed,2012 Aug 08 08:51:11 AM,2012 Jul 31 12:00:00 AM,13 QUEENS,QUEENS,"1,060,239","177,676",Unspecified,QUEENS,,,,,,,,40.65403022121,-73.72613770898,POINT (-73.72613770897908 40.65403022121167)
31285470,2015 Aug 11 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10466.0,1111 EAST EAST  224 STREET,EAST  224 STREET,BEND,SCHIEFFELIN AVENUE,,,ADDRESS,BRONX,,,Assigned,2015 Sep 10 07:34:33 PM,2015 Aug 11 07:38:42 PM,12 BRONX,BRONX,"1,026,072","261,067",Unspecified,BRONX,,,,,,,,40.883143637,-73.84875539771,POINT (-73.84875539770842 40.88314363699973)
44920818,2019 Nov 13 03:53:51 PM,2019 Nov 15 09:01:30 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233.0,829 HALSEY STREET,HALSEY STREET,HOWARD AVENUE,SARATOGA AVENUE,HOWARD AVENUE,SARATOGA AVENUE,ADDRESS,BROOKLYN,HALSEY STREET,,Closed,,,03 BROOKLYN,BROOKLYN,"1,006,605","188,965",Unspecified,BROOKLYN,,,,,,,,40.68531381281,-73.9193955102,POINT (-73.91939551019942 40.685313812813085)
34376696,2016 Sep 21 12:00:00 AM,2016 Nov 02 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11101.0,5-03 48 AVENUE,48 AVENUE,5 STREET,VERNON BOULEVARD,,,ADDRESS,Long Island City,,,Closed,2016 Oct 21 02:29:41 PM,2016 Nov 02 12:00:00 AM,02 QUEENS,QUEENS,"996,543","210,502",Unspecified,QUEENS,,,,,,,,40.74444741407,-73.95563630614,POINT (-73.95563630613543 40.74444741407468)
26133844,2013 Aug 15 12:00:00 AM,2013 Aug 19 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10474.0,1097 LONGWOOD AVENUE,LONGWOOD AVENUE,AMTRAK RAILROAD,GARRISON AVENUE,,,ADDRESS,BRONX,,,Closed,2013 Sep 14 04:39:38 PM,2013 Aug 19 12:00:00 AM,02 BRONX,BRONX,"1,013,532","236,269",Unspecified,BRONX,,,,,,,,40.81513102507,-73.89421315773,POINT (-73.89421315772866 40.815131025071736)
19294125,2010 Dec 08 12:00:00 AM,2010 Dec 08 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10458.0,2454 HUGHES AVENUE,HUGHES AVENUE,EAST 188 STREET,EAST 189 STREET,,,ADDRESS,BRONX,,,Closed,2011 Jan 07 06:05:51 PM,2010 Dec 08 06:15:34 PM,06 BRONX,BRONX,"1,015,792","251,250",Unspecified,BRONX,,,,,,,,40.85624172275,-73.88597803492,POINT (-73.88597803491626 40.856241722748415)
54168462,2022 May 14 10:09:18 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10304.0,CEBRA AVENUE,CEBRA AVENUE,CEBRA AVENUE,ROSEWOOD PLACE,CEBRA AVENUE,ROSEWOOD PLACE,INTERSECTION,,,,In Progress,,,01 STATEN ISLAND,STATEN ISLAND,"960,602","170,185",Unspecified,STATEN ISLAND,,,,,,,,40.63376351241,-74.08520074132,POINT (-74.08520074132271 40.63376351240545)
54715073,2022 Jul 07 10:04:09 PM,2022 Jul 07 10:04:09 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10451.0,422 EAST  161 STREET,EAST  161 STREET,MELROSE AVENUE,ELTON AVENUE,MELROSE AVENUE,ELTON AVENUE,ADDRESS,BRONX,EAST  161 STREET,,Closed,,2022 Jul 07 10:04:09 PM,03 BRONX,BRONX,"1,008,328","239,470",Unspecified,BRONX,,,,,,,,40.82393258064,-73.91300210723,POINT (-73.9130021072331 40.823932580644545)
52292719,2021 Oct 24 08:15:00 AM,2021 Oct 24 08:15:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11385.0,681 GRANDVIEW AVENUE,GRANDVIEW AVENUE,GATES AVENUE,FOREST AVENUE,GATES AVENUE,FOREST AVENUE,ADDRESS,RIDGEWOOD,GRANDVIEW AVENUE,,Closed,,2021 Oct 24 08:15:00 AM,05 QUEENS,QUEENS,"1,010,934","197,020",Unspecified,QUEENS,,,,,,,,40.70741091019,-73.90375471635,POINT (-73.9037547163506 40.70741091018545)
37287537,2017 Sep 26 12:00:00 AM,2017 Oct 19 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11205.0,512 LAFAYETTE AVENUE,LAFAYETTE AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,,Closed,2017 Oct 26 12:11:53 PM,2017 Oct 19 12:00:00 AM,03 BROOKLYN,BROOKLYN,"996,948","190,498",Unspecified,BROOKLYN,,,,,,,,40.6895406679,-73.95421245376,POINT (-73.95421245376247 40.68954066789726)
23825041,2012 Aug 17 12:00:00 AM,2012 Aug 29 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Mixed Use Building,10467.0,2911 HOLLAND AVENUE,HOLLAND AVENUE,ARNOW AVENUE,WILLIAMSBRIDGE ROAD,,,ADDRESS,BRONX,,,Closed,2012 Sep 16 09:00:27 AM,2012 Aug 29 12:00:00 AM,11 BRONX,BRONX,"1,021,499","255,628",Unspecified,BRONX,,,,,,,,40.86823576358,-73.86532335589,POINT (-73.86532335588927 40.868235763584245)
36041469,2017 Apr 26 12:00:00 AM,2017 May 01 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,10472.0,1037 ELDER AVENUE,ELDER AVENUE,,,,,LATLONG,BRONX,,,Closed,2017 May 26 10:59:38 PM,2017 May 01 12:00:00 AM,Unspecified BRONX,BRONX,"1,017,848","239,860",Unspecified,BRONX,,,,,,,,40.82497193771,-73.87860281951,POINT (-73.87860281950647 40.82497193771006)
52709861,2021 Dec 05 07:36:34 PM,2021 Dec 05 07:36:34 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10467.0,2250 WALLACE AVENUE,WALLACE AVENUE,PELHAM PARKWAY NORTH,ASTOR AVENUE,PELHAM PARKWAY NORTH,ASTOR AVENUE,ADDRESS,BRONX,WALLACE AVENUE,,Closed,,2021 Dec 05 07:36:34 PM,11 BRONX,BRONX,"1,021,693","252,185",Unspecified,BRONX,,,,,,,,40.85878496026,-73.86464117079,POINT (-73.86464117079309 40.858784960258625)
43816269,2019 Sep 18 02:29:22 PM,2019 Sep 27 12:13:55 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10462.0,2145 STARLING AVENUE,STARLING AVENUE,ODELL STREET,PURDY STREET,ODELL STREET,PURDY STREET,ADDRESS,BRONX,STARLING AVENUE,,Closed,,2019 Sep 20 02:56:56 PM,09 BRONX,BRONX,"1,024,731","243,965",Unspecified,BRONX,,,,,,,,40.8362101066,-73.85370825387,POINT (-73.85370825386958 40.83621010660156)
32746368,2016 Feb 22 12:00:00 AM,2016 Feb 26 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11385.0,580 FAIRVIEW AVENUE,FAIRVIEW AVENUE,MENAHAN STREET,GROVE STREET,,,ADDRESS,Ridgewood,,,Closed,2016 Mar 23 01:47:20 PM,2016 Feb 26 12:00:00 AM,05 QUEENS,QUEENS,"1,009,957","197,069",Unspecified,QUEENS,,,,,,,,40.70754829597,-73.90727842264,POINT (-73.9072784226411 40.70754829596954)
22879071,2012 Mar 14 12:00:00 AM,2012 Mar 23 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10065.0,60 EAST 65 STREET,EAST 65 STREET,MADISON AVENUE,PARK AVENUE,,,ADDRESS,NEW YORK,,,Closed,2012 Apr 13 12:17:16 PM,2012 Mar 23 12:00:00 AM,08 MANHATTAN,MANHATTAN,"993,122","218,730",Unspecified,MANHATTAN,,,,,,,,40.76703527138,-73.96797135167,POINT (-73.96797135166689 40.767035271376415)
22400203,2011 Dec 28 12:00:00 AM,2012 Jan 06 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11223.0,2110 EAST 1 STREET,EAST 1 STREET,AVENUE U,DEAD END,,,ADDRESS,BROOKLYN,,,Closed,2012 Jan 27 12:10:50 AM,2012 Jan 06 12:00:00 AM,15 BROOKLYN,BROOKLYN,"992,440","156,770",Unspecified,BROOKLYN,,,,,,,,40.59696989539,-73.9705087338,POINT (-73.970508733796 40.59696989538673)
38614849,2018 Mar 05 12:00:00 AM,2018 Mar 05 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10458.0,617 EAST FORDHAM ROAD,EAST FORDHAM ROAD,,,,,LATLONG,BRONX,,,Closed,2018 Apr 04 05:19:10 PM,2018 Mar 05 05:22:35 PM,Unspecified BRONX,BRONX,"1,016,217","252,081",Unspecified,BRONX,,,,,,,,40.85852103833,-73.88443773054,POINT (-73.88443773053669 40.858521038330494)
54521636,2022 Jun 17 08:36:50 AM,2022 Jun 17 08:36:50 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10034.0,4841 BROADWAY,BROADWAY,BROADWAY,COOPER STREET,BROADWAY,COOPER STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,2022 Jun 17 08:36:50 AM,12 MANHATTAN,MANHATTAN,"1,005,004","254,993",Unspecified,MANHATTAN,,,,,,,,40.86654707684,-73.92496423167,POINT (-73.92496423167476 40.86654707683918)
58256926,2023 Jul 20 04:38:53 PM,2023 Jul 20 04:38:53 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11207.0,482 RIVERDALE AVENUE,RIVERDALE AVENUE,HINSDALE STREET,WILLIAMS AVENUE,HINSDALE STREET,WILLIAMS AVENUE,ADDRESS,BROOKLYN,RIVERDALE AVENUE,,Closed,,2023 Jul 20 04:38:53 PM,05 BROOKLYN,BROOKLYN,"1,012,507","180,677",Unspecified,BROOKLYN,,,,,,,,40.66254825707,-73.8981496786,POINT (-73.89814967859571 40.662548257065474)
22726377,2012 Feb 16 12:00:00 AM,2012 Feb 23 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031.0,505 WEST 148 STREET,WEST 148 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,,Closed,2012 Mar 17 03:34:14 PM,2012 Feb 23 12:00:00 AM,09 MANHATTAN,MANHATTAN,"999,005","240,714",Unspecified,MANHATTAN,,,,,,,,40.82736749987,-73.94668493889,POINT (-73.94668493888649 40.82736749986562)
57286238,2023 Apr 11 04:08:13 AM,2023 Apr 11 04:08:13 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11222.0,145 CALYER STREET,CALYER STREET,CLIFFORD PLACE,GUERNSEY STREET,CLIFFORD PLACE,GUERNSEY STREET,ADDRESS,BROOKLYN,CALYER STREET,,Closed,,2023 Apr 11 04:08:13 AM,01 BROOKLYN,BROOKLYN,"996,639","204,317",Unspecified,BROOKLYN,,,,,,,,40.72747098429,-73.95530124557,POINT (-73.95530124556694 40.72747098428688)
32560142,2016 Jan 29 12:00:00 AM,2016 Apr 15 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10310.0,183 CLOVE ROAD,CLOVE ROAD,,,,,LATLONG,STATEN ISLAND,,,Closed,2016 Feb 28 11:23:19 AM,2016 Apr 15 12:00:00 AM,Unspecified STATEN ISLAND,STATEN ISLAND,"949,162","170,912",Unspecified,STATEN ISLAND,,,,,,,,40.6357210422,-74.12642134103,POINT (-74.12642134102607 40.63572104220242)
20838430,2011 Jul 15 12:00:00 AM,2011 Jul 19 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10007.0,290 BROADWAY,BROADWAY,READE STREET,DUANE STREET,,,ADDRESS,NEW YORK,,,Closed,2011 Aug 14 09:30:57 PM,2011 Aug 31 12:00:00 AM,01 MANHATTAN,MANHATTAN,"982,652","199,700",Unspecified,MANHATTAN,,,,,,,,40.714806965,-74.0057643906,POINT (-74.00576439059644 40.71480696500446)
57369499,2023 Apr 20 08:54:53 PM,2023 Apr 25 10:54:02 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11103.0,28-35 36 STREET,36 STREET,28 AVENUE,30 AVENUE,28 AVENUE,30 AVENUE,ADDRESS,ASTORIA,36 STREET,,Closed,,2023 Apr 20 08:54:53 PM,01 QUEENS,QUEENS,"1,007,431","218,482",Unspecified,QUEENS,,,,,,,,40.76632863556,-73.91631556403,POINT (-73.91631556403023 40.76632863556346)
59016435,2023 Oct 04 01:49:46 PM,2023 Oct 13 11:21:47 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10304.0,185 PARK HILL AVENUE,PARK HILL AVENUE,OSGOOD AVENUE,SOBEL COURT,OSGOOD AVENUE,SOBEL COURT,ADDRESS,STATEN ISLAND,PARK HILL AVENUE,,Closed,,2023 Oct 04 01:49:46 PM,01 STATEN ISLAND,STATEN ISLAND,"961,374","163,026",Unspecified,STATEN ISLAND,,,,,,,,40.61411559193,-74.08239506383,POINT (-74.08239506383015 40.61411559192989)
46069304,2020 Apr 25 03:39:50 PM,2020 Apr 27 08:43:56 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11216.0,133A QUINCY STREET,QUINCY STREET,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,QUINCY STREET,,Closed,,2020 Apr 25 03:40:28 PM,03 BROOKLYN,BROOKLYN,"996,516","189,346",Unspecified,BROOKLYN,,,,,,,,40.68637930193,-73.95577229378,POINT (-73.95577229378122 40.6863793019259)
34465332,2016 Oct 04 12:00:00 AM,2016 Aug 01 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11233.0,106 THOMAS S BOYLAND STREET,THOMAS S BOYLAND STREET,MARION STREET,SUMPTER STREET,,,ADDRESS,BROOKLYN,,,Pending,2016 Nov 03 12:29:38 PM,2016 Oct 04 12:32:39 PM,Unspecified BROOKLYN,BROOKLYN,"1,008,057","187,504",Unspecified,BROOKLYN,,,,,,,,40.68129991636,-73.91416525957,POINT (-73.91416525956775 40.681299916357254)
37329871,2017 Oct 02 12:00:00 AM,2017 Oct 05 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10456.0,1276 CLAY AVENUE,CLAY AVENUE,EAST 168 STREET,EAST 169 STREET,,,ADDRESS,BRONX,,,Closed,2017 Nov 01 02:03:33 PM,2017 Oct 05 12:00:00 AM,04 BRONX,BRONX,"1,009,230","243,104",Unspecified,BRONX,,,,,,,,40.83390436117,-73.90972949974,POINT (-73.90972949974271 40.83390436117062)
57232332,2023 Apr 04 06:32:12 PM,2023 Apr 04 06:32:12 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10453.0,1840 SEDGWICK AVENUE,SEDGWICK AVENUE,PHELAN PLACE,WEST TREMONT AVENUE,PHELAN PLACE,WEST TREMONT AVENUE,ADDRESS,BRONX,SEDGWICK AVENUE,,Closed,,2023 Apr 04 06:32:12 PM,05 BRONX,BRONX,"1,006,911","250,021",Unspecified,BRONX,,,,,,,,40.85289574764,-73.91808631615,POINT (-73.91808631614823 40.852895747642584)
59107249,2023 Oct 13 07:24:23 PM,2023 Oct 16 01:10:04 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11368.0,99-25 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,99 STREET,LONG ISLAND EXPWY WB ET   20,99 STREET,LONG ISLAND EXPWY WB ET   20,ADDRESS,CORONA,HORACE HARDING EXPRESSWAY,,Closed,,2023 Oct 13 07:24:23 PM,04 QUEENS,QUEENS,"1,023,588","207,523",Unspecified,QUEENS,,,,,,,,40.73619186068,-73.85805226943,POINT (-73.85805226942891 40.73619186067904)
57649089,2023 May 19 02:17:14 PM,2023 May 19 02:17:14 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10456.0,1068 MORRIS AVENUE,MORRIS AVENUE,EAST 165 STREET,EAST 166 STREET,EAST  165 STREET,EAST  166 STREET,ADDRESS,BRONX,MORRIS AVENUE,,Closed,,2023 May 19 02:17:14 PM,04 BRONX,BRONX,"1,007,495","241,674",Unspecified,BRONX,,,,,,,,40.82998416093,-73.91600423945,POINT (-73.91600423944888 40.82998416092832)
22981006,2012 Mar 31 12:00:00 AM,2012 Apr 05 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10011.0,258 WEST 17 STREET,WEST 17 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,,Closed,2012 Apr 30 10:28:36 PM,2012 Apr 05 12:00:00 AM,04 MANHATTAN,MANHATTAN,"984,279","209,293",Unspecified,MANHATTAN,,,,,,,,40.74113755481,-73.99989534832,POINT (-73.99989534831579 40.74113755481201)
64913058,2025 May 11 03:37:38 PM,2025 May 11 03:37:38 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10451.0,300 EAST  163 STREET,EAST  163 STREET,MORRIS AVENUE,COLLEGE AVENUE,MORRIS AVENUE,COLLEGE AVENUE,ADDRESS,BRONX,EAST  163 STREET,,Closed,,2025 May 13 01:14:21 PM,04 BRONX,BRONX,"1,007,335","240,566",Unspecified,BRONX,,,,,,,,40.82694343861,-73.91658621132,POINT (-73.91658621131947 40.826943438611885)
63934225,2025 Jan 30 09:49:40 PM,2025 Jan 30 09:49:40 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11101.0,39-15 27 STREET,27 STREET,39 AVENUE,40 AVENUE,39 AVENUE,40 AVENUE,ADDRESS,LONG ISLAND CITY,27 STREET,,Closed,,2025 Feb 03 11:31:00 AM,01 QUEENS,QUEENS,"1,001,901","213,993",Unspecified,QUEENS,,,,,,,,40.75402025554,-73.93629088682,POINT (-73.93629088682337 40.75402025553959)
42118564,2019 Apr 02 12:00:00 AM,2019 Apr 03 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11102.0,,,,,27 STREET,HOYT AVENUE SOUTH,ADDRESS,ASTORIA,,,Closed,2019 May 02 05:25:43 PM,2019 Apr 03 12:00:00 AM,Unspecified QUEENS,QUEENS,"1,006,387","220,572",Unspecified,QUEENS,,,,,,,,40.77206781557,-73.92007756416,POINT (-73.92007756415673 40.77206781556836)
37585223,2017 Nov 01 12:00:00 AM,2017 Nov 01 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11207.0,715 RIVERDALE AVENUE,RIVERDALE AVENUE,,,,,LATLONG,BROOKLYN,,,Closed,2017 Dec 01 09:14:51 AM,2017 Nov 01 09:17:51 AM,Unspecified BROOKLYN,BROOKLYN,"1,014,964","181,210",Unspecified,BROOKLYN,,,,,,,,40.6640030408,-73.88929118007,POINT (-73.88929118006793 40.664003040804495)
26649283,2013 Nov 08 12:00:00 AM,2013 Dec 13 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238.0,480 CLINTON AVENUE,CLINTON AVENUE,GATES AVENUE,FULTON STREET,,,ADDRESS,BROOKLYN,,,Closed,2013 Dec 08 11:08:56 AM,2013 Dec 13 12:00:00 AM,02 BROOKLYN,BROOKLYN,"993,407","188,441",Unspecified,BROOKLYN,,,,,,,,40.68389904644,-73.96698369193,POINT (-73.96698369192596 40.68389904643807)
24389111,2012 Nov 12 12:00:00 AM,2012 Nov 15 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11205.0,232 SPENCER STREET,SPENCER STREET,WILLOUGHBY AVENUE,DE KALB AVENUE,,,ADDRESS,BROOKLYN,,,Closed,2012 Dec 12 12:04:02 AM,2012 Nov 15 12:00:00 AM,03 BROOKLYN,BROOKLYN,"996,844","191,232",Unspecified,BROOKLYN,,,,,,,,40.69155547713,-73.95458609372,POINT (-73.95458609372089 40.69155547712556)
40441132,2018 Oct 02 12:00:00 AM,2018 Oct 11 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11104.0,47-17 39 STREET,39 STREET,47 AVENUE,48 AVENUE,,,ADDRESS,Sunnyside,,,Closed,2018 Nov 01 02:04:27 PM,2018 Oct 11 12:00:00 AM,02 QUEENS,QUEENS,"1,004,582","209,458",Unspecified,QUEENS,,,,,,,,40.74156706689,-73.92662786176,POINT (-73.92662786175633 40.74156706689032)
58999109,2023 Oct 03 12:39:09 AM,2023 Oct 12 10:00:11 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11421.0,85-45 80 STREET,80 STREET,85 ROAD,85 DRIVE,85 ROAD,85 DRIVE,ADDRESS,WOODHAVEN,80 STREET,,Closed,,2023 Oct 03 12:39:09 AM,09 QUEENS,QUEENS,"1,022,172","192,318",Unspecified,QUEENS,,,,,,,,40.69446400871,-73.863247427,POINT (-73.86324742700113 40.6944640087123)
55316793,2022 Sep 06 09:33:59 PM,2022 Sep 06 09:33:59 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10031.0,3560 BROADWAY,BROADWAY,WEST 146 STREET,WEST 147 STREET,WEST  146 STREET,WEST  147 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,2022 Sep 06 09:33:59 PM,09 MANHATTAN,MANHATTAN,"998,121","240,650",Unspecified,MANHATTAN,,,,,,,,40.82719327067,-73.94987927679,POINT (-73.94987927678933 40.82719327066936)
31117730,2015 Jul 20 12:00:00 AM,2015 Jul 22 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10303.0,,,,,FOREST AVENUE,VAN PELT AVENUE,INTERSECTION,STATEN ISLAND,,,Closed,2015 Aug 19 08:56:08 PM,2015 Jul 22 12:00:00 AM,01 STATEN ISLAND,STATEN ISLAND,"941,012","167,350",Unspecified,STATEN ISLAND,,,,,,,,40.62590808624,-74.15576274635,POINT (-74.15576274635283 40.62590808624154)
16518879,2010 Apr 25 06:19:13 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11101.0,41-05 12 STREET,12 STREET,41 AVENUE,41 ROAD,,,ADDRESS,LONG ISLAND CITY,,,Pending,2010 May 25 06:19:13 PM,2010 Apr 25 06:25:33 PM,01 QUEENS,QUEENS,"999,701","214,193",Unspecified,QUEENS,,,,,,,,40.75457332267,-73.94423105431,POINT (-73.94423105431044 40.75457332266774)
